Sat Apr 11 15:17:31 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 550.54.14              Driver Version: 550.54.14      CUDA Version: 12.4     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L4                      Off |   00000000:41:00.0 Off |                    0 |
| N/A   33C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   1  NVIDIA L4                      Off |   00000000:81:00.0 Off |                    0 |
| N/A   34C    P8             15W /   72W |       0MiB /  23034MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Evaluation return: -14.62, best: -inf
Evaluation return: 117.74, best: 118.04
Evaluation return: 117.60, best: 118.04
Evaluation return: 123.76, best: 118.04
Evaluation return: 124.03, best: 123.76
Evaluation return: 115.33, best: 124.03
Evaluation return: 117.48, best: 124.03
Evaluation return: 120.52, best: 124.03
Evaluation return: 99.98, best: 124.03
Evaluation return: 92.28, best: 124.03
Evaluation return: 85.97, best: 124.03
Evaluation return: 84.44, best: 124.03
Evaluation return: 83.77, best: 124.03
Evaluation return: 79.87, best: 124.03
Evaluation return: 76.24, best: 124.03
Evaluation return: 83.43, best: 124.03
Evaluation return: 95.07, best: 124.03
Evaluation return: 91.64, best: 124.03
Evaluation return: 100.32, best: 124.03
Evaluation return: 110.13, best: 124.03
Evaluation return: 117.51, best: 124.03
Evaluation return: 113.10, best: 124.03
Evaluation return: 112.63, best: 124.03
Evaluation return: 112.50, best: 124.03
Evaluation return: 114.00, best: 124.03
Evaluation return: 103.23, best: 124.03
Evaluation return: 95.87, best: 124.03
Evaluation return: 89.11, best: 124.03
Evaluation return: 86.87, best: 124.03
Evaluation return: 72.62, best: 124.03
Evaluation return: 70.83, best: 124.03
Evaluation return: 67.99, best: 124.03
Evaluation return: 73.71, best: 124.03
Evaluation return: 77.88, best: 124.03
Evaluation return: 72.58, best: 124.03
Evaluation return: 77.01, best: 124.03
Evaluation return: 81.65, best: 124.03
Evaluation return: 83.87, best: 124.03
Evaluation return: 91.90, best: 124.03
Evaluation return: 97.24, best: 124.03
Evaluation return: 93.51, best: 124.03
Evaluation return: 104.87, best: 124.03
Evaluation return: 99.70, best: 124.03
Evaluation return: 97.95, best: 124.03
Evaluation return: 98.81, best: 124.03
Evaluation return: 100.95, best: 124.03
Evaluation return: 93.38, best: 124.03
Evaluation return: 99.19, best: 124.03
Evaluation return: 96.57, best: 124.03
Evaluation return: 88.27, best: 124.03
Evaluation return: 94.56, best: 124.03
Evaluation return: 86.14, best: 124.03
Evaluation return: 83.74, best: 124.03
Evaluation return: 83.69, best: 124.03
Evaluation return: 82.36, best: 124.03
Evaluation return: 79.87, best: 124.03
Evaluation return: 78.17, best: 124.03
Evaluation return: 74.44, best: 124.03
Evaluation return: 71.54, best: 124.03
Evaluation return: 83.69, best: 124.03
Evaluation return: 88.09, best: 124.03
Evaluation return: 90.62, best: 124.03
Evaluation return: 88.31, best: 124.03
Evaluation return: 88.99, best: 124.03
Evaluation return: 92.61, best: 124.03
Evaluation return: 99.99, best: 124.03
Evaluation return: 103.21, best: 124.03
Evaluation return: 109.28, best: 124.03
Evaluation return: 104.66, best: 124.03
Evaluation return: 103.88, best: 124.03
Evaluation return: 94.32, best: 124.03
Evaluation return: 82.96, best: 124.03
Evaluation return: 98.22, best: 124.03
Evaluation return: 93.16, best: 124.03
Evaluation return: 88.41, best: 124.03
Evaluation return: 82.41, best: 124.03
Evaluation return: 84.58, best: 124.03
Evaluation return: 82.62, best: 124.03
Evaluation return: 86.90, best: 124.03
Evaluation return: 79.11, best: 124.03
Evaluation return: 87.44, best: 124.03
Evaluation return: 97.80, best: 124.03
Evaluation return: 85.31, best: 124.03
Evaluation return: 89.02, best: 124.03
Evaluation return: 90.81, best: 124.03
Evaluation return: 90.63, best: 124.03
Evaluation return: 93.04, best: 124.03
Evaluation return: 88.85, best: 124.03
Evaluation return: 94.12, best: 124.03
Evaluation return: 105.54, best: 124.03
Evaluation return: 104.90, best: 124.03
Evaluation return: 100.00, best: 124.03
Evaluation return: 98.97, best: 124.03
Evaluation return: 107.42, best: 124.03
Evaluation return: 108.85, best: 124.03
Evaluation return: 103.17, best: 124.03
Evaluation return: 97.92, best: 124.03
Evaluation return: 98.04, best: 124.03
Evaluation return: 95.65, best: 124.03
Evaluation return: 86.47, best: 124.03
Evaluation return: 81.14, best: 124.03
Evaluation return: 76.27, best: 124.03
Evaluation return: 79.94, best: 124.03
Evaluation return: 82.04, best: 124.03
Evaluation return: 87.33, best: 124.03
Evaluation return: 96.69, best: 124.03
Evaluation return: 94.34, best: 124.03
Evaluation return: 105.98, best: 124.03
Evaluation return: 113.05, best: 124.03
Evaluation return: 116.08, best: 124.03
Evaluation return: 118.68, best: 124.03
Evaluation return: 130.41, best: 124.03
Evaluation return: 129.92, best: 130.41
Evaluation return: 126.15, best: 130.41
Evaluation return: 120.97, best: 130.41
Evaluation return: 113.36, best: 130.41
Evaluation return: 124.53, best: 130.41
Evaluation return: 109.23, best: 130.41
Evaluation return: 104.05, best: 130.41
Evaluation return: 102.74, best: 130.41
Evaluation return: 100.60, best: 130.41
Evaluation return: 92.22, best: 130.41
Evaluation return: 97.81, best: 130.41
Evaluation return: 93.02, best: 130.41
Evaluation return: 102.57, best: 130.41
Evaluation return: 105.03, best: 130.41
Evaluation return: 103.21, best: 130.41
Evaluation return: 104.97, best: 130.41
Evaluation return: 98.12, best: 130.41
Evaluation return: 91.38, best: 130.41
Evaluation return: 96.86, best: 130.41
Evaluation return: 104.59, best: 130.41
Evaluation return: 103.54, best: 130.41
Evaluation return: 105.89, best: 130.41
Evaluation return: 100.40, best: 130.41
Evaluation return: 104.84, best: 130.41
Evaluation return: 99.82, best: 130.41
Evaluation return: 109.25, best: 130.41
Evaluation return: 114.40, best: 130.41
Evaluation return: 123.70, best: 130.41
Evaluation return: 120.72, best: 130.41
Evaluation return: 115.32, best: 130.41
Evaluation return: 119.83, best: 130.41
Evaluation return: 115.14, best: 130.41
Evaluation return: 121.19, best: 130.41
Evaluation return: 123.10, best: 130.41
Evaluation return: 134.44, best: 130.41
Evaluation return: 128.20, best: 134.44
Evaluation return: 132.56, best: 134.44
Evaluation return: 130.99, best: 134.44
Evaluation return: 131.64, best: 134.44
Evaluation return: 141.48, best: 134.44
Evaluation return: 141.17, best: 141.48
Evaluation return: 150.34, best: 141.48
Evaluation return: 147.58, best: 150.34
Evaluation return: 144.82, best: 150.34
Evaluation return: 139.97, best: 150.34
Evaluation return: 141.71, best: 150.34
Evaluation return: 135.85, best: 150.34
Evaluation return: 134.57, best: 150.34
Evaluation return: 133.36, best: 150.34
Evaluation return: 123.87, best: 150.34
Evaluation return: 119.89, best: 150.34
Evaluation return: 125.92, best: 150.34
Evaluation return: 129.76, best: 150.34
Evaluation return: 132.18, best: 150.34
Evaluation return: 129.84, best: 150.34
Evaluation return: 124.09, best: 150.34
Evaluation return: 130.47, best: 150.34
Evaluation return: 142.40, best: 150.34
Evaluation return: 140.45, best: 150.34
Evaluation return: 138.27, best: 150.34
Evaluation return: 134.75, best: 150.34
Evaluation return: 125.81, best: 150.34
Evaluation return: 120.06, best: 150.34
Evaluation return: 124.17, best: 150.34
Evaluation return: 122.04, best: 150.34
Evaluation return: 113.45, best: 150.34
Evaluation return: 117.35, best: 150.34
Evaluation return: 109.12, best: 150.34
Evaluation return: 123.52, best: 150.34
Evaluation return: 129.29, best: 150.34
Evaluation return: 129.94, best: 150.34
Evaluation return: 128.31, best: 150.34
Evaluation return: 131.77, best: 150.34
Evaluation return: 126.37, best: 150.34
Evaluation return: 135.23, best: 150.34
Evaluation return: 146.51, best: 150.34
Evaluation return: 132.57, best: 150.34
Evaluation return: 141.41, best: 150.34
Evaluation return: 127.35, best: 150.34
Evaluation return: 132.19, best: 150.34
Evaluation return: 130.85, best: 150.34
Evaluation return: 128.41, best: 150.34
Evaluation return: 120.42, best: 150.34
Evaluation return: 116.14, best: 150.34
Evaluation return: 105.21, best: 150.34
Evaluation return: 100.85, best: 150.34
Evaluation return: 99.54, best: 150.34
Evaluation return: 86.63, best: 150.34
Evaluation return: 94.94, best: 150.34
Evaluation return: 85.62, best: 150.34
Evaluation return: 97.60, best: 150.34
Evaluation return: 99.15, best: 150.34
Evaluation return: 101.91, best: 150.34
Evaluation return: 109.47, best: 150.34
Evaluation return: 113.58, best: 150.34
Evaluation return: 121.10, best: 150.34
Evaluation return: 123.62, best: 150.34
Evaluation return: 119.34, best: 150.34
Evaluation return: 112.55, best: 150.34
Evaluation return: 111.04, best: 150.34
Evaluation return: 106.74, best: 150.34
Evaluation return: 107.02, best: 150.34
Evaluation return: 108.19, best: 150.34
Evaluation return: 112.46, best: 150.34
Evaluation return: 113.05, best: 150.34
Evaluation return: 113.15, best: 150.34
Evaluation return: 122.76, best: 150.34
Evaluation return: 143.50, best: 150.34
Evaluation return: 150.32, best: 150.34
Evaluation return: 166.60, best: 150.34
Evaluation return: 164.57, best: 166.60
Evaluation return: 171.39, best: 166.60
Evaluation return: 164.58, best: 171.39
Evaluation return: 152.86, best: 171.39
Evaluation return: 152.10, best: 171.39
Evaluation return: 146.58, best: 171.39
Evaluation return: 143.21, best: 171.39
Evaluation return: 133.83, best: 171.39
Evaluation return: 136.83, best: 171.39
Evaluation return: 129.88, best: 171.39
Evaluation return: 136.96, best: 171.39
Evaluation return: 134.68, best: 171.39
Evaluation return: 136.48, best: 171.39
Evaluation return: 148.12, best: 171.39
Evaluation return: 142.64, best: 171.39
Evaluation return: 154.83, best: 171.39
Evaluation return: 154.02, best: 171.39
Evaluation return: 153.51, best: 171.39
Evaluation return: 144.70, best: 171.39
Evaluation return: 141.34, best: 171.39
Evaluation return: 127.85, best: 171.39
Evaluation return: 122.04, best: 171.39
Evaluation return: 131.72, best: 171.39
Evaluation return: 128.57, best: 171.39
Evaluation return: 136.22, best: 171.39
Evaluation return: 134.09, best: 171.39
Evaluation return: 137.06, best: 171.39
Evaluation return: 136.82, best: 171.39
Evaluation return: 141.65, best: 171.39
Evaluation return: 147.87, best: 171.39
Evaluation return: 148.99, best: 171.39
Evaluation return: 154.08, best: 171.39
Evaluation return: 147.53, best: 171.39
Evaluation return: 146.58, best: 171.39
Evaluation return: 142.61, best: 171.39
Evaluation return: 136.26, best: 171.39
Evaluation return: 139.67, best: 171.39
Evaluation return: 148.51, best: 171.39
Evaluation return: 149.85, best: 171.39
Evaluation return: 145.97, best: 171.39
Evaluation return: 150.58, best: 171.39
Evaluation return: 151.54, best: 171.39
Evaluation return: 153.49, best: 171.39
Evaluation return: 152.67, best: 171.39
Evaluation return: 169.62, best: 171.39
Evaluation return: 178.65, best: 171.39
Evaluation return: 167.48, best: 178.65
Evaluation return: 150.18, best: 178.65
Evaluation return: 154.17, best: 178.65
Evaluation return: 150.01, best: 178.65
Evaluation return: 146.30, best: 178.65
Evaluation return: 140.55, best: 178.65
Evaluation return: 138.09, best: 178.65
Evaluation return: 136.92, best: 178.65
Evaluation return: 123.49, best: 178.65
Evaluation return: 118.48, best: 178.65
Evaluation return: 137.37, best: 178.65
Evaluation return: 153.48, best: 178.65
Evaluation return: 141.10, best: 178.65
Evaluation return: 146.17, best: 178.65
Evaluation return: 148.07, best: 178.65
Evaluation return: 160.55, best: 178.65
Evaluation return: 168.06, best: 178.65
Evaluation return: 167.24, best: 178.65
Evaluation return: 158.63, best: 178.65
Evaluation return: 160.00, best: 178.65
Evaluation return: 142.02, best: 178.65
Evaluation return: 139.67, best: 178.65
Evaluation return: 144.11, best: 178.65
Evaluation return: 151.85, best: 178.65
Evaluation return: 157.88, best: 178.65
Evaluation return: 145.90, best: 178.65
Evaluation return: 156.41, best: 178.65
Evaluation return: 161.39, best: 178.65
Evaluation return: 172.82, best: 178.65
Evaluation return: 164.41, best: 178.65
Evaluation return: 174.52, best: 178.65
Evaluation return: 173.19, best: 178.65
Evaluation return: 179.37, best: 178.65
Evaluation return: 174.30, best: 179.37
Evaluation return: 172.09, best: 179.37
Evaluation return: 175.51, best: 179.37
Evaluation return: 152.26, best: 179.37
Evaluation return: 152.03, best: 179.37
Evaluation return: 149.74, best: 179.37
Evaluation return: 160.33, best: 179.37
Evaluation return: 153.83, best: 179.37
Evaluation return: 157.47, best: 179.37
Evaluation return: 155.03, best: 179.37
Evaluation return: 160.57, best: 179.37
Evaluation return: 168.16, best: 179.37
Evaluation return: 169.46, best: 179.37
Evaluation return: 175.39, best: 179.37
Evaluation return: 171.62, best: 179.37
Evaluation return: 171.25, best: 179.37
Evaluation return: 171.88, best: 179.37
Evaluation return: 181.62, best: 179.37
Evaluation return: 179.01, best: 181.62
Evaluation return: 181.90, best: 181.62
Evaluation return: 177.66, best: 181.90
Evaluation return: 168.02, best: 181.90
Evaluation return: 166.45, best: 181.90
Evaluation return: 172.36, best: 181.90
Evaluation return: 174.90, best: 181.90
Evaluation return: 177.64, best: 181.90
Evaluation return: 179.04, best: 181.90
Evaluation return: 170.71, best: 181.90
Evaluation return: 167.81, best: 181.90
Evaluation return: 162.02, best: 181.90
Evaluation return: 154.67, best: 181.90
Evaluation return: 159.39, best: 181.90
Evaluation return: 163.14, best: 181.90
Evaluation return: 163.80, best: 181.90
Evaluation return: 161.89, best: 181.90
Evaluation return: 166.57, best: 181.90
Evaluation return: 164.56, best: 181.90
Evaluation return: 170.87, best: 181.90
Evaluation return: 179.02, best: 181.90
Evaluation return: 186.98, best: 181.90
Evaluation return: 188.68, best: 186.98
Evaluation return: 190.96, best: 188.68
Evaluation return: 189.05, best: 190.96
Evaluation return: 186.99, best: 190.96
Evaluation return: 186.17, best: 190.96
Evaluation return: 180.23, best: 190.96
Evaluation return: 172.74, best: 190.96
Evaluation return: 159.26, best: 190.96
Evaluation return: 155.06, best: 190.96
Evaluation return: 145.74, best: 190.96
Evaluation return: 150.39, best: 190.96
Evaluation return: 142.26, best: 190.96
Evaluation return: 135.58, best: 190.96
Evaluation return: 131.76, best: 190.96
Evaluation return: 142.64, best: 190.96
Evaluation return: 146.87, best: 190.96
Evaluation return: 155.69, best: 190.96
Evaluation return: 165.26, best: 190.96
Evaluation return: 159.03, best: 190.96
Evaluation return: 163.71, best: 190.96
Evaluation return: 163.69, best: 190.96
Evaluation return: 163.60, best: 190.96
Evaluation return: 168.34, best: 190.96
Evaluation return: 175.37, best: 190.96
Evaluation return: 165.12, best: 190.96
Evaluation return: 168.27, best: 190.96
Evaluation return: 165.51, best: 190.96
Evaluation return: 163.02, best: 190.96
Evaluation return: 160.38, best: 190.96
Evaluation return: 159.04, best: 190.96
Evaluation return: 168.18, best: 190.96
Evaluation return: 182.67, best: 190.96
Evaluation return: 177.52, best: 190.96
Evaluation return: 176.46, best: 190.96
Evaluation return: 175.89, best: 190.96
Evaluation return: 165.91, best: 190.96
Evaluation return: 150.31, best: 190.96
Evaluation return: 150.56, best: 190.96
Evaluation return: 155.64, best: 190.96
Evaluation return: 153.60, best: 190.96
Evaluation return: 145.02, best: 190.96
Evaluation return: 145.33, best: 190.96
Evaluation return: 142.06, best: 190.96
Evaluation return: 142.17, best: 190.96
Evaluation return: 145.33, best: 190.96
Evaluation return: 152.24, best: 190.96
Evaluation return: 170.31, best: 190.96
Evaluation return: 172.43, best: 190.96
Evaluation return: 174.62, best: 190.96
Evaluation return: 181.66, best: 190.96
Evaluation return: 191.86, best: 190.96
Evaluation return: 182.82, best: 191.86
Evaluation return: 188.35, best: 191.86
Evaluation return: 188.49, best: 191.86
Evaluation return: 195.56, best: 191.86
Evaluation return: 194.72, best: 195.56
Evaluation return: 198.64, best: 195.56
Evaluation return: 198.62, best: 198.64
Evaluation return: 199.86, best: 198.64
Evaluation return: 199.72, best: 199.86
Evaluation return: 193.06, best: 199.86
Evaluation return: 191.33, best: 199.86
Evaluation return: 209.17, best: 199.86
Evaluation return: 203.52, best: 209.17
Evaluation return: 192.94, best: 209.17
Evaluation return: 198.60, best: 209.17
Evaluation return: 202.31, best: 209.17
Evaluation return: 206.90, best: 209.17
Evaluation return: 203.75, best: 209.17
Evaluation return: 203.16, best: 209.17
Evaluation return: 193.45, best: 209.17
Evaluation return: 182.87, best: 209.17
Evaluation return: 172.40, best: 209.17
Evaluation return: 185.15, best: 209.17
Evaluation return: 187.79, best: 209.17
Evaluation return: 186.51, best: 209.17
Evaluation return: 182.27, best: 209.17
Evaluation return: 182.04, best: 209.17
Evaluation return: 177.72, best: 209.17
Evaluation return: 176.94, best: 209.17
Evaluation return: 171.23, best: 209.17
Evaluation return: 180.66, best: 209.17
Evaluation return: 173.75, best: 209.17
Evaluation return: 170.33, best: 209.17
Evaluation return: 179.80, best: 209.17
Evaluation return: 180.36, best: 209.17
Evaluation return: 179.78, best: 209.17
Evaluation return: 180.51, best: 209.17
Evaluation return: 183.87, best: 209.17
Evaluation return: 177.37, best: 209.17
Evaluation return: 191.76, best: 209.17
Evaluation return: 193.50, best: 209.17
Evaluation return: 196.79, best: 209.17
Evaluation return: 186.28, best: 209.17
Evaluation return: 174.38, best: 209.17
Evaluation return: 164.99, best: 209.17
Evaluation return: 156.46, best: 209.17
Evaluation return: 156.88, best: 209.17
Evaluation return: 155.94, best: 209.17
Evaluation return: 160.05, best: 209.17
Evaluation return: 163.29, best: 209.17
Evaluation return: 162.64, best: 209.17
Evaluation return: 161.41, best: 209.17
Evaluation return: 168.97, best: 209.17
Evaluation return: 171.29, best: 209.17
Evaluation return: 166.84, best: 209.17
Evaluation return: 170.76, best: 209.17
Evaluation return: 174.64, best: 209.17
Evaluation return: 173.81, best: 209.17
Evaluation return: 169.16, best: 209.17
Evaluation return: 164.69, best: 209.17
Evaluation return: 175.58, best: 209.17
Evaluation return: 179.43, best: 209.17
Evaluation return: 181.49, best: 209.17
Evaluation return: 182.55, best: 209.17
Evaluation return: 195.80, best: 209.17
Evaluation return: 191.76, best: 209.17
Evaluation return: 171.86, best: 209.17
Evaluation return: 183.23, best: 209.17
Evaluation return: 193.21, best: 209.17
Evaluation return: 182.73, best: 209.17
Evaluation return: 168.59, best: 209.17
Evaluation return: 157.81, best: 209.17
Evaluation return: 151.35, best: 209.17
Evaluation return: 155.46, best: 209.17
Evaluation return: 143.04, best: 209.17
Evaluation return: 152.03, best: 209.17
